"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Commute no structure","MTB","","0.75","","2022-11-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5x5's","Bike","This similar to the 4min ones, very important. Esp for XCO this kind of power is what is going to lift you.","0.916666666666667","","2022-11-05","","","","",""," *05/11/2022 Matthew Roberts: still sick - this is weird and annoying* *07/11/2022 Justin Morris: Ah gees. Sorry to hear mate. You'll bounce back don't worry. One benefit of all those trainer miles. That CTL number is still above 50 which is good.*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","MTB","two laps at wylde, plus the ride out there and back - zone 2","5.5","130000","2022-11-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-11-06","","22958","","",""," *06/11/2022 Matthew Roberts: This is the strangest illness*","1.80666661262512","3.52999997138977","","","","133","173","","","0.672990856746946","92","16","16","26","26","21","3","0","","","","","","","","","","","","","","5","7"
"Activation","Bike","Do outside, getting the engine rolling again. All sub threshold but really tapping back into it with those 3x 3min at/just below threshold. Ignore the low HR in the reco zones, just ride easy.","1.6","","2022-11-07","","22633.609375","","","","","1.46472227573395","4.29199981689453","","","","136","176","","","0.684274966483366","76.7","8","12","25","22","17","4","0","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2022-11-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A little longer","Bike","aim to be zone 2 (<139bpm)","2","","2022-11-09","","47705.421875","","","","","1.97500002384186","6.71000003814697","","","","122","159","","","0.606537093530677","81.87","18","33","54","12","1","0","0","","","","","","","","","","","","","","",""
"Dirt-Dash","MTB","dirt dash - 45 mins at race pace at OMV plus the ride up and back","1.5","","2022-11-10","","27166.5390625","","","","","2.11472225189209","3.56800007820129","","","","125","172","","","0.656905509416704","103","45","15","24","15","20","9","0","","","","","","","","","","","","","","",""
"Commute no structure","MTB","","0.75","","2022-11-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Commute no structure","MTB","","0.75","","2022-11-11","","16450.2890625","","","","","1.02555561065674","4.45599985122681","","","","111","146","","","0.592462834096701","39.9","28","14","18","2","0","0","0","","","","","","","","","","","","","","",""
"2min efforts + 20s","Bike","For the 20s just out of the saddle full gas. Do not worry about HR for the 20s efforts. Again if on trainer can cut the warm up and cool down in half.","1.16666666666667","","2022-11-12","","50067.78125","","","","","3.74055552482605","3.71799993515015","","","","126","153","","","0.601880000199611","155.14","25","37","128","34","1","0","0","","","","","","","","","","","","","","",""
"","Bike","cobah creek or marramarra. Will include a few tough climbs, but the rest is zone 2","4","100000","2022-11-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2022-11-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20-40's","Bike","You've done 40-20's before, now time for 20-40's! More focus on speed/ snap which is the guts of xco racing once the endurance base is there. This would be ok on the trainer with a 10min warm up and 5min cool down. Or outside on either roadie or mtb.","0.966666666666667","","2022-11-15","","17617.51953125","","","","","0.981111109256744","4.98799991607666","","","","121","168","","","0.647343158103993","45.52","25","10","6","10","7","1","0","","","","","","","","","","","","","","",""
"A little longer","Bike","aim to be zone 2 (<139bpm)","2","","2022-11-16","","12731.5302734375","","","","","0.776666641235352","4.55299997329712","","","","120","155","","","0.607537939736346","31.56","11","9","22","4","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-11-16","","17324.390625","","","","","0.920277774333954","5.22900009155273","","","","123","156","","","0.611389957878587","38.03","9","10","27","8","1","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-11-16","","9543.419921875","","","","","0.450277775526047","5.88700008392334","","","","129","150","","","0.613580544963441","18.41","2","2","19","3","0","0","0","","","","","","","","","","","","","","",""
"Dirt-dash","MTB","dirt dash - 45 mins at race pace at OMV plus the ride up and back","1.5","","2022-11-17","","20200.01953125","","","","","1.41416668891907","3.96799993515015","","","","136","174","","","0.698269669501964","77.05","11","14","23","10","13","14","0","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2022-11-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CORE work","Strength","Just 10-15min at home can be in front of tv or whatever. Just focus on getting that core activated.","0.25","","2022-11-18","Plank Side Plank Push Ups Sit Ups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Race day - structured warmup","Bike","Begin about 1 hour and no later than 50 minutes before race start. You need 30 minutes for this session. Try not to rush it. Scout out a good warmup location. A quiet, long road, a good hill, or even a nearby suburban block you can go round and round will all be okay. If you can access the race course, it's fine to do it there too. The race-warm-up session prepares the body for the event ahead. The intensity of the first ramp is gradually increased over a 10 minute period. Take it slowly. At about 9 minutes into the first ramp, your heart rate or power output should be at threshold - hold this for the last 60 seconds but don't go over threshold. Next, carry out a short easy recovery spin before two short threshold efforts for 1 minute. Again. Don't do all-out efforts. Threshold will feel easy if the adrenaline is pumping. That's good! If you are running late or strapped for time or if the weather is very hot, skip the last one or two threshold intervals and do a shorter cool down. Time this session so you have enough time to get to the start line without cooling down too much. I always start 1 hour to 50 mins before. Then do a quick dunny break and get to the start line 15 minutes before the gun. Any spare time, just ride close to the start and keep the legs turning over.","0.45","","2022-11-20","","3373.4599609375","","","","","0.391666680574417","2.39299988746643","","78","","133","167","","","0.66925185347156","18.98","2","4","8","6","3","0","0","","","","","","","","","","","","","","",""
"XCO","MTB","","1.5","","2022-11-20","","17098.69921875","","",""," *20/11/2022 Matthew Roberts: Urg* *20/11/2022 Matthew Roberts: My worst race since I started again in 2018!  First lap was at a decent pace but it got worse every lap.  Last lap I was creeping, worried I was going to lose my lunch.  My post-mortem is that a) I was sick leading up, b) I had too much sugar and my stomach said no, c) the course had a big climb which is not my strength. I lost one water bottle at the start and only had my gatorade bottle left.  Made the bad decision not to swap it out at the end of the last lap for my spare bottle and combined with honey on my porridge fro breakfast, gatorade before race, and lollies before race - not good.  So the die is set now for my race nutrition: normal breakfast, a handfull of lollies before race, first bottle is water, second bottle (lap 3+) is isotonic.* *20/11/2022 Justin Morris: Sounds like dehydration was the main culprit here and been sick. The gatorade offers no real hydration (despite what the label might say) so it really needs to be tempered with H2O. If went straight to sports drink off the start you would have been dehydrated by the end of first lap and then the drink you did have was just making it worse. Enjoy the day off tomorrow and hopefully shakes that sickness. According to the HR data, looks like you are still fighting it.*","1.40222227573395","3.38700008392334","","80","","163","183","","","0.860700486536182","116.05","0","0","1","12","26","30","15","","","","","","","","","","","","","","6","9"
"Birthday Reco","Day Off","Eat cake","","","2022-11-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy cruise/ coffee ride","Bike","Or commute","1.5","","2022-11-22","","26463.150390625","","","","","1.62694442272186","4.51800012588501","","82","","126","173","","","0.646048740591715","76.14","25","15","29","16","9","5","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-11-22","","6692.58984375","","","","","0.324166655540466","5.7350001335144","","89","","146","170","","","0.750501047368119","19.67","1","1","4","5","5","4","0","","","","","","","","","","","","","","",""
"40-20's speed!!! w/ reco","Bike","More of these bad boys. Outside preferable. If you do go on the trainer cut the warm up/ cool down in half.","1.05","","2022-11-23","","7737.2099609375","","","","","0.393055558204651","5.46799993515015","","85","","117","158","","","0.621490146287072","16.43","8","3","7","4","1","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-11-23","","16026.1796875","","","","","0.708333313465118","6.28499984741211","","84","","133","174","","","0.674761938095729","35.42","4","7","16","7","5","3","0","","","","","","","","","","","","","","",""
"Dirt-dash","MTB","dirt dash - 45 mins at race pace at OMV plus the ride up and back","1.5","","2022-11-24","","23403.83984375","","","","","1.87249994277954","3.47199988365173","","79","","140","180","","","0.725317301202391","110.85","10","15","27","21","14","15","10","","","","","","","","","","","","","","",""
"Commute no structure","MTB","","0.75","","2022-11-25","","15399.7802734375","","","","","1.11444449424744","3.83800005912781","","75","","100","126","","","0.5784315548728","41.42","52","14","1","0","0","0","0","","","","","","","","","","","","","","",""
"Commute no structure","MTB","","0.75","","2022-11-25","","11082.76953125","","","","","0.860000014305115","3.57999992370605","","73","","114","138","","","0.600867318410009","34.27","16","19","16","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-11-25","","5035.52001953125","","","","","0.262222230434418","5.33400011062622","","78","","110","134","","","0.601137289104773","10.15","8","3","5","0","0","0","0","","","","","","","","","","","","","","",""
"5x5's","Bike","This similar to the 4min ones, very important. Esp for XCO this kind of power is what is going to lift you.","0.916666666666667","","2022-11-26","","12548.6298828125","","","","","0.970000028610229","3.59400010108948","","80","","138","177","","","0.719220486383152","55.54","8","10","12","6","12","10","1","","","","","","","","","","","","","","",""
"Reco Day","Day Off","","","","2022-11-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bath","Other","Warm bath utilising minerals/salts this helps blood flow/ muscle repair. Very beneficial when doing back to back hard days.","","","2022-11-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","MTB","two laps at wylde, plus the ride out there and back - zone 2 From a few weeks ago, would be awesome today if possible just before a reco week.","5.5","130000","2022-11-29","","91717.90625","","","","","3.70555543899536","6.875","","87","","135","174","","","0.658763078899118","184.07","15","23","82","65","27","9","1","","","","","","","","","","","","","","",""
"Easy ride WITH activation","Bike","An easy(ish) ride with just those 2 step ups to make sure your anaerobic system does not completely go to sleep. Should not be completely exhausting but also should not be a walk in the park..","1.2","","2022-11-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2022-12-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bath","Other","Warm bath utilising minerals/salts this helps blood flow/ muscle repair. Very beneficial when doing back to back hard days.","","","2022-12-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy spin","MTB","Skip the MOV dirt church smash option.","1","","2022-12-02","","21489.2109375","","","","","1.51638889312744","3.93600010871887","","78","","138","180","","","0.729288636451045","90.28","16","8","21","12","11","16","7","","","","","","","","","","","","","","",""
"General Endurance","MTB","Can switch these around this weekend as suits, a big ride will be a help this week before the days off. 3.5hrs is enough though. Your base endurance fitness will actually be pretty good after the past month.","3.5","","2022-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 with microintervals 12x40/20 x 1","Bike","This is still a general endurance ride but with 12 of those 40s efforts to tap into the anaerobic effort before the reco week. These are good on a long hill (8-10 mins) or on a flat to undulating course. Avoid long downhills. Use your gears to get the effort right. The key is to go HARD in the 40 second intervals. This is a VO2 effort at about 8-9 RPE (ouch). The easy is at about Zone 1-2. Overall, your heart rate will creep up around threshold, but it's not a useful guide for the intervals themselves. Good luck, let me know how you go in the comments.","2.2","","2022-12-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RECO WEEK","Day Off","","","","2022-12-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brisk walk","Run","Some movement on these days will be a big help in not losing the fitness level. As it is a recovery week, does not have to be intense, just enough to break a sweat.","0.333333333333333","","2022-12-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brisk walk","Run","Some movement on these days will be a big help in not losing the fitness level. As it is a recovery week, does not have to be intense, just enough to break a sweat.","0.333333333333333","","2022-12-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brisk walk","Run","Some movement on these days will be a big help in not losing the fitness level. As it is a recovery week, does not have to be intense, just enough to break a sweat.","0.333333333333333","","2022-12-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reco/ Travel","Day Off","","","","2022-12-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Group ride roadie","Bike","La Reve ride.","2","","2022-12-10","","31834.259765625","","","","","1.58277773857117","5.58699989318848","","81","","131","173","","","0.64971711105303","74.87","12","16","36","19","9","3","0","","","","","","","","","","","","","","",""
"Zone 2 with singletrack","MTB","There is a large body of evidence demonstrating the positive physiological benefits of Zone 2 riding - which is great because it's easy. Bear in mind though that proper Zone 2 riding takes considerable focus. It's very easy to go out and do a random ride that starts too hard and finishes too easy. Watch your heart rate for this one and stick to the heart rate zone. Pedal softly uphill and keep the pressure on the pedals down the hills. Ride some singletrack in the second half of the ride. Try to keep a similar feeling of load on your HR, although it will likely drop and rise out of the channel. This is fine. Return to Zone 2 once you're back on the road/fire road.","2","","2022-12-11","","26293.41015625","","","","","1.89555549621582","3.8529999256134","","81","","116","157","","","0.593547416954792","75.17","37","23","51","3","0","0","0","","","","","","","","","","","","","","",""
"Cross training","Run","Stair running/ walking or jogging (on soft ground). Stair running and cycling are the only 2 motions that use antagonist muscles (hammies and quads) at the same time. Hence stair running is one of the best cross training exercises for cyclists.","0.5","","2022-12-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 commute or coffee ride","MTB","125- 140bopm approx","1","","2022-12-13","","18182.759765625","","","","","1.4288889169693","3.53500008583069","","79","","126","179","","","0.634983547512301","64.4","16","16","38","7","6","2","1","","","","","","","","","","","","","","",""
"Z2 commute or coffee ride","MTB","125- 140bopm approx","1","","2022-12-13","","11859.009765625","","","","","0.769444465637207","4.2810001373291","","80","","125","151","","","0.607091488009205","31.21","5","5","33","3","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 with a tempo kick medium","Bike","Aerobic development rides are fundamental for endurance athletes given the enormous role that aerobic metabolism plays in training and competition.","2","","2022-12-14","This particular workout adds in some 3 minute efforts just below the lactate threshold towards the end of the ride. These late-stage efforts are designed to activate Type IIa muscle fibres, which are fast-twitch fibres that can be made more aerobically capable with training. This one isn't going to sting at all and brings heaps of benefits!","21454.48046875","","","","","1.67555558681488","3.55699992179871","","77","","134","186","","","0.717462942629786","96.79","25","15","14","13","16","11","7","","","","","","","","","","","","","","",""
"Reco Day","Day Off","If you want to commute today easy that will be ok, but try to keep effort real low. Or maybe you are on end of semester break now?","","","2022-12-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dirt-dash","MTB","dirt dash - 45 mins at race pace at OMV plus the ride up and back","1.5","","2022-12-16","","43549.7890625","","","","","1.76583337783813","6.85099983215332","","87","","120","145","","","0.59620872130668","70.53","19","30","56","2","0","0","0","","","","","","","","","","","","","","",""
"Feet UP","Other","Lie on your back with butt slammed up against wall and legs vertcal. Old school trick to encourage recovery in legs. A must during tours, helps in hard training too.. Pushes 'bad toxins' out of legs.. Remain for 1-3min.","0.05","","2022-12-17","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1min+10s sharpeners","MTB","After the reco week it will be important to do some openers today ahead of tomorrow. These 3 you can do at any point of the ride today. Suggest using the MTB today.","1.14166666666667","","2022-12-17","","16837.5703125","","","","","1.22222220897675","3.82699990272522","","76","","129","225","","","0.67421133534802","61.85","15","22","20","6","3","2","0","","","","","","","","","","","","","","",""
"Race day - structured warmup","Bike","Begin about 1 hour and no later than 50 minutes before race start. You need 30 minutes for this session. Try not to rush it. Scout out a good warmup location. A quiet, long road, a good hill, or even a nearby suburban block you can go round and round will all be okay. If you can access the race course, it's fine to do it there too. The race-warm-up session prepares the body for the event ahead. The intensity of the first ramp is gradually increased over a 10 minute period. Take it slowly. At about 9 minutes into the first ramp, your heart rate or power output should be at threshold - hold this for the last 60 seconds but don't go over threshold. Next, carry out a short easy recovery spin before two short threshold efforts for 1 minute. Again. Don't do all-out efforts. Threshold will feel easy if the adrenaline is pumping. That's good! If you are running late or strapped for time or if the weather is very hot, skip the last one or two threshold intervals and do a shorter cool down. Time this session so you have enough time to get to the start line without cooling down too much. I always start 1 hour to 50 mins before. Then do a quick dunny break and get to the start line 15 minutes before the gun. Any spare time, just ride close to the start and keep the legs turning over.","0.45","","2022-12-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMTBA XC6","MTB","","","","2022-12-18","","19210.80078125","","",""," *18/12/2022 Matthew Roberts: Raining before the race so I skipped warmup and had my best race ever!  Felt so strong.  Sitting at a good effort just didn't hurt like it normally would.  If I tried to push harder though, I would top out and have to back off.  That is a much nicer feeling than I normally have.  Today's formula was normal b'fast, coffee on the way up, a few lollies before race, main bottle water, second bottle with iso tabs.  Handfull of lollies during race.* *19/12/2022 Justin Morris: YES! Great to hear mate. Congratulations! You deserve a great race experience like this after such a tumultuous cycling year. Good on you! Here is to many more. Good formula to remember for race day too. Maybe warm up is a waste of time for you ;-). It is true for some haha. Would have kept the HR a bit lower in those initial efforts though which should free up more power for later in the race.*","1.37444448471069","3.88299989700317","","86","","165","185","","","0.883042524534692","119.67","0","0","1","7","23","31","20","","","","","","","","","","","","","","9","1"
"Reco","Day Off","","","","2022-12-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 with singletrack","MTB","Building on last week. There is a large body of evidence demonstrating the positive physiological benefits of Zone 2 riding - which is great because it's easy. Bear in mind though that proper Zone 2 riding takes considerable focus. It's very easy to go out and do a random ride that starts too hard and finishes too easy. Watch your heart rate for this one and stick to the heart rate zone. Pedal softly uphill and keep the pressure on the pedals down the hills. Ride some singletrack in the second half of the ride. Try to keep a similar feeling of load on your HR, although it will likely drop and rise out of the channel. This is fine. Return to Zone 2 once you're back on the road/fire road.","2.5","","2022-12-20","","70076.28125","","","","","2.62277770042419","7.42199993133545","","","","128","177","","","0.625124285080848","116.31","18","28","76","26","7","2","1","","","","","","","","","","","","","","",""
"Dirt-dash","MTB","dirt dash - 45 mins at race pace at OMV plus the ride up and back","1.5","","2022-12-21","","19600.119140625","","","","","1.40055561065674","3.88700008392334","","","","143","182","","","0.758865158590943","90.1","10","11","16","12","9","13","12","","","","","","","","","","","","","","",""
"10 ponys","Bike","Has to be done once a year to keep my streak up - I'll try and make it like micro-intervals but who knows :)","2","","2022-12-22","","25321.720703125","","",""," *22/12/2022 Justin Morris: Awesome.Love the idea! Looks like HR data went alittle haywire there for a bit.I'll sort that out.* *22/12/2022 Matthew Roberts: that time for 10 ponies puts me where I wanted to be at the end of the year.  Back to my best form.  In one week I got a race PB (at least since I was a kid), a PB on the dirt dash, and a PB for 10 ponies.  A little help from a fast new bike, but still happy with where I've ended up.* *30/12/2022 Justin Morris: Awesome to hear mate. Nice work you have pout in with plenty of challenges overcome in the process this year.*","2.06888890266418","3.40000009536743","","","","","","","","","132","","","","","","","","","","","","","","","","","","","","","",""
"Cross training","Run","Stair running/ walking or jogging (on soft ground). Stair running and cycling are the only 2 motions that use antagonist muscles (hammies and quads) at the same time. Hence stair running is one of the best cross training exercises for cyclists.","0.5","","2022-12-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Group ride roadie","Bike","La Reve ride.","2","","2022-12-24","","69437.640625","","","","","2.90055561065674","6.65000009536743","","","","119","160","","","0.59851991988452","118.21","49","33","72","19","1","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-12-24","","25701.080078125","","","","","0.973333358764648","7.33478312731878","","","","124","151","","","0.606802705903802","39.67","7","13","34","5","0","0","0","","","","","","","","","","","","","","",""
"Christmas","Day Off","","","","2022-12-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance with tempo 1x30","Bike","Perform a Zone 2 endurance ride with one 30-minute tempo interval anywhere in the ride.","4","","2022-12-26","","107353.34375","","","","","4.16166687011719","7.16499996185303","","","","120","148","","","0.589726947492104","166.15","56","47","137","10","0","0","0","","","","","","","","","","","","","","",""
"Cross training","Run","Stair running/ walking or jogging (on soft ground). Stair running and cycling are the only 2 motions that use antagonist muscles (hammies and quads) at the same time. Hence stair running is one of the best cross training exercises for cyclists.","0.5","","2022-12-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 with a tempo kick short","Bike","Focused but gentle ride today! Zone 2 is the building blocks of all your fitness. This should feel easy but solid. RPE 3-5. Stay in the zone all along, using your mental skills to stay focused. At the end of the ride, complete 4x3min tempo efforts, zone 6-7. A hill will be helpful here. Return to Zone 2 for the remainder of the ride.","1.26666666666667","","2022-12-27","","53523.828125","","","","","2.33833336830139","6.35799980163574","","","","116","152","","","0.59547034843434","93.82","54","17","55","15","1","0","0","","","","","","","","","","","","","","",""
"Dirt-dash","MTB","dirt dash - 45 mins at race pace at OMV plus the ride up and back","1.5","","2022-12-28","","64992.5703125","","","","","2.48027777671814","7.27899980545044","","","","122","157","","","0.613441208001406","105.77","39","25","54","25","5","0","0","","","","","","","","","","","","","","",""
"Zone 2 straight up endurance!","Bike","Get some tunes, find a super quiet route and get out there for a solid endurance ride. Even if it feels easy, Zone 2 work will POWER your whole season next year, so stay in that zone. Focus! The last hour will feel much harder than the first!","4","","2022-12-29","","71005.5","","","","","2.80194449424744","7.03900003433228","","","","116","151","","","0.588479446580476","110.3","49","40","76","4","0","0","0","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2022-12-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYE FUN ride","MTB","Unless you want to stay up and party tonight. Finish this block off with a bang!! Big ride, fun no structure.","6","","2022-12-31","","58360.1015625","","","","","2.43527770042419","6.65700006484985","","","","121","175","","","0.617196689619592","105.08","45","23","48","22","7","2","0","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2023-01-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy spin","Bike","coffee ride or cruise on mtb or roadie","1","","2023-01-02","","72530.78125","","","","","3.28527784347534","6.13299989700317","","","","122","168","","","0.614527169726909","141.59","54","32","65","36","9","1","0","","","","","","","","","","","","","","",""
"Easy spin or easy commute","MTB","MTB be best for this day and this reco week. Just keep it easy, under about 150bpm whole ride would be ideal.","1","","2023-01-03","","19417.349609375","","","","","1.09472227096558","4.92700004577637","","","","106","137","","","0.589592249127397","42.25","39","14","12","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 with microintervals 12x40/20 x 1","Bike","This Z2 stuff likely getting super boring, but bear with it mate, it will help you throughout 2023 devoting much of this summer to riding in this effort range. Microbursts are short intervals that are super time efficient. They're wedged in between some Zone 2 work to keep that essential aerobic engine firing. These are good on a long hill like Bobbo. The key is to go HARD in the 40 second intervals. This is a VO2 effort at about 8-9 RPE (ouch). The easy is at about Zone 1-2. Overall, your heart rate will creep up around threshold, but it's not a useful guide for the intervals themselves.","2.2","","2023-01-04","","6201.02978515625","","",""," *07/01/2023 Matthew Roberts: Rain*","0.332777768373489","5.17600011825562","","","","110","136","","","0.601752451869525","12.99","9","5","6","0","0","0","0","","","","","","","","","","","","","","",""
"Easy spin or easy commute","MTB","MTB be best for this day and this reco week. Just keep it easy, under about 150bpm whole ride would be ideal.","1","","2023-01-05","","","","",""," *07/01/2023 Matthew Roberts: Rain* *09/01/2023 Justin Morris: Ah bugger, its back again.*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2023-01-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CORE work","Strength","Just 10-15min at home can be in front of tv or whatever. Just focus on getting that core activated.","0.25","","2023-01-06","Plank Side Plank Push Ups Sit Ups","","","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Group ride","Bike","La Reve or something similar. Main aim is to be with a group, increases speed and helps to decrease the anxiety associated with riding in a group.","2.5","","2023-01-07","","49389.48046875","","",""," *07/01/2023 Matthew Roberts: Felt really bad.*","1.99249994754791","6.88500022888184","","84","","124","151","","","0.604648589033383","82.1","18","22","64","15","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 with singletrack","MTB","There is a large body of evidence demonstrating the positive physiological benefits of Zone 2 riding - which is great because it's easy. Bear in mind though that proper Zone 2 riding takes considerable focus. It's very easy to go out and do a random ride that starts too hard and finishes too easy. Watch ya heart rate for this one and stick to the heart rate zone. Pedal softly uphill and keep the pressure on the pedals down the hills. Ride some singletrack in the second half of the ride. Try to keep a similar feeling of load on your HR, although it will likely drop and rise out of the channel. This is fine. Return to Zone 2 once you're back on the road. Prob use OMV for this would be ideal.","2","","2023-01-08","","57423.6484375","","","","","2.47277784347534","6.45100021362305","","","","118","142","","","0.590777676847534","97.8","33","32","81","2","0","0","0","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2023-01-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brooklyn Dash","Bike","","2","","2023-01-10","","","","",""," *11/01/2023 Matthew Roberts: cooked*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 straight up endurance! Before Dirt Dash","Bike","If possible do this prior to Dirt Dash as like a warm up. More of this Z2 fun. Road bike be best for this one. You likely know the sensation of Z2 pretty good now, so just aim to hold it for the duration of the ride. HR range is there as a guide.","1.16666666666667","","2023-01-11","Peebles Road is a good ride for this kind of duration: https://www.strava.com/routes/19472817 Can go through Gorge instead of Berowra if want to make much shorter.","","","",""," *11/01/2023 Matthew Roberts: cooked*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dirt dash","MTB","","1","","2023-01-11","","","","",""," *11/01/2023 Matthew Roberts: cooked*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy/ coffee ride","MTB","Easy gears.","1.5","80000","2023-01-12","","20820","","",""," *13/01/2023 Matthew Roberts: took it really easy to test my legs* *13/01/2023 Justin Morris: Good to see you back mate, hope the feeling is improved.*","1.69611111111111","3.40976089092696","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","",""
"CORE work","Strength","Just 10-15min at home can be in front of tv or whatever. Just focus on getting that core activated.","0.25","","2023-01-13","Plank Side Plank Push Ups Sit Ups","","","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
